C,n,P,t,a,N,LN
-9.703607214,2.951703407,14859.71944,2.545691383,1.690380762,65290.50273,4.814850013
-10.0258517,3.261923848,15280.56112,2.893587174,2.415831663,80371.41206,4.905101599
-9.359719439,2.619839679,16531.06212,2.484769539,1.830661323,47082.98878,4.672864024
-9.549699399,2.795390782,16555.11022,2.867935872,2.451903808,63572.20068,4.803267246
-9.241883768,2.499599198,12154.30862,2.52004008,2.233466934,105945.838,5.025083901
-9.482364729,2.783366733,13801.60321,2.861523046,1.624248497,100931.8657,5.004028301
-9.720440882,2.999799599,13597.19439,2.587374749,1.746492986,82354.18546,4.915685676
-9.371743487,2.593386774,15737.47495,2.473547094,2.299599198,55509.49141,4.744367248
-9.612224449,2.860320641,11649.2986,2.16252505,1.558116232,83672.07481,4.922580538
-9.85511022,3.069539078,15220.44088,2.898396794,2.147294589,91028.04862,4.959175233
-9.677154309,2.93006012,12803.60721,2.486372745,2.061122244,90247.49503,4.955435156
-9.400601202,2.639078156,16482.96593,2.85991984,2.457915832,66935.71796,4.825657926
-9.564128257,2.836272545,12515.03006,2.218637275,2.135270541,66315.895,4.821617635
-9.374148297,2.651102204,16819.63928,2.834268537,2.493987976,56281.39085,4.750364821
-9.876753507,3.158517034,15965.93186,2.529659319,2.281563126,42432.75693,4.62770125
-9.583366733,2.879559118,16723.44689,2.452705411,2.473947896,34361.3882,4.536070701
-9.758917836,3.040681363,15941.88377,2.56012024,1.694388778,49040.9568,4.690558935
-9.73006012,2.937274549,16819.63928,2.545691383,1.684368737,49970.40592,4.698712877
-9.840681363,3.047895792,13140.28056,2.45751503,1.528056112,93555.85271,4.971070961
-9.626653307,2.913226453,16615.23046,2.168937876,1.610220441,27334.18203,4.436706082
-9.513627255,2.812224449,13236.47295,2.31002004,2.347695391,58129.94209,4.76439989
-9.92244489,3.165731463,15424.8497,2.151302605,1.874749499,32834.07537,4.516324791
-9.561723447,2.768937876,12935.87174,2.629058116,1.932865731,116363.0659,5.065815155
-9.662725451,2.951703407,16975.9519,2.31002004,2.491983968,27223.92719,4.434950775
-9.347695391,2.600601202,16699.3988,2.486372745,1.854709419,46930.55368,4.671455678
-9.518436874,2.759318637,11060.12024,2.872745491,1.710420842,214889.3938,5.332214981
-9.518436874,2.80741483,16987.97595,2.499198397,1.842685371,39171.88377,4.592974457
-9.720440882,2.93246493,14751.50301,2.816633267,2.447895792,89065.70757,4.949710522
-9.929659319,3.175350701,15460.92184,2.20741483,1.930861723,34819.9803,4.541828521
-9.871943888,3.129659319,11985.97194,2.875951904,2.165330661,168698.4257,5.22711103
-9.265931864,2.542885772,16939.87976,2.630661323,1.936873747,50165.50563,4.700405194
-9.564128257,2.831462926,13260.52104,2.673947896,2.381763527,93256.8252,4.969680626
-9.47995992,2.691983968,15412.82565,2.571342685,2.369739479,64084.88462,4.806755607
-9.47995992,2.720841683,14270.54108,2.290781563,2.28757515,54245.05124,4.734360124
-9.977755511,3.235470942,15076.1523,2.686773547,2.051102204,66876.68497,4.825274737
-9.345290581,2.610220441,14595.19038,2.79739479,2.127254509,85844.10706,4.933710488
-9.532865731,2.836272545,12707.41483,2.454308617,2.123246493,78824.4427,4.896660909
-10.05470942,3.295591182,13416.83367,2.266733467,2.315631263,55370.11206,4.743275402
-9.665130261,2.86993988,14823.64729,2.827855711,2.451903808,90787.77829,4.958027388
-9.845490982,3.067134269,12310.62124,2.335671343,1.656312625,93734.37214,4.971898875
-9.263527054,2.526052104,11156.31263,2.101603206,2.461923848,79792.15941,4.901960219
-9.41503006,2.716032064,14643.28657,2.271543086,1.912825651,45102.0281,4.654196071
-9.636272545,2.877154309,15424.8497,2.758917836,1.774549098,75505.27602,4.8779773
-9.689178357,2.949298597,15100.2004,2.359719439,2.093186373,46500.3316,4.66745605
-9.342885772,2.593386774,11168.33667,2.109619238,1.528056112,88168.85761,4.945315214
-9.903206413,3.163326653,14018.03607,2.16252505,1.568136273,44834.7937,4.651615176
-9.963326653,3.206613226,16146.29259,2.327655311,1.98496994,35501.58359,4.550247726
-9.629058116,2.862725451,15436.87375,2.635470942,1.696392786,67636.32893,4.830180028
-9.679559118,2.93006012,11745.49098,2.536072144,1.914829659,125952.55,5.100206965
-9.881563126,3.151302605,16482.96593,2.398196393,1.676352705,36226.56053,4.559027103
-9.92244489,3.175350701,15821.64329,2.646693387,1.94488978,56538.71345,4.752345922
-9.744488978,2.978156313,14775.5511,2.427054108,1.858717435,58502.84369,4.767176977
-9.657915832,2.889178357,12274.5491,2.415831663,1.794589178,101486.0386,5.006406301
-9.568937876,2.824248497,13645.29058,2.733266533,2.199398798,96622.52794,4.985078396
-10.04749499,3.281162325,14210.42084,2.245891784,1.870741483,48643.96206,4.687028941
-9.564128257,2.853106212,12346.69339,2.75250501,1.796593186,126842.9437,5.103266312
-9.638677355,2.896392786,16987.97595,2.725250501,1.918837675,52258.94396,4.718160629
-9.448697395,2.667935872,14450.9018,2.209018036,1.78256513,53447.9668,4.727931189
-9.511222445,2.768937876,12310.62124,2.393386774,1.880761523,91969.0742,4.963641815
-9.573747495,2.829058116,14859.71944,2.101603206,2.481963928,34650.37765,4.539707972
-10.04509018,3.271543086,16122.24449,2.893587174,2.191382766,71547.51122,4.854594531
-9.210621242,2.473146293,14318.63727,2.351703407,2.037074148,60377.88284,4.78087788
-9.381362725,2.660721443,11492.98597,2.62745491,1.590180361,136788.8315,5.13605064
-9.953707415,3.209018036,11384.76954,2.891983968,2.233466934,204168.2894,5.30998829
-9.41743487,2.665531062,14342.68537,2.252304609,1.852705411,53577.05679,4.728978852
-9.73246493,3.004609218,12022.04409,2.487975952,2.371743487,99310.32803,4.996994416
-9.520841683,2.819438878,11300.6012,2.226653307,1.916833667,86488.49778,4.936958354
-9.862324649,3.076753507,12382.76553,2.677154309,1.528056112,143666.486,5.157355469
-9.73246493,3.019038076,13849.6994,2.226653307,1.934869739,47782.86744,4.679272208
-9.364529058,2.639078156,16182.36473,2.85511022,1.542084168,69574.33114,4.84244904
-9.73006012,2.93006012,12082.16433,2.691583166,1.71242485,157687.8534,5.197798241
-9.696392786,2.968537074,16122.24449,2.273146293,2.003006012,33599.66082,4.526334893
-9.744488978,2.944488978,12683.36673,2.234669339,1.73246493,79056.47379,4.897937439
-9.972945892,3.211422846,11733.46693,2.204208417,2.041082164,83162.21726,4.91992606
-9.744488978,3.031062124,12478.95792,2.526452906,2.187374749,92491.11457,4.966100013
-9.770941884,3.026252505,12226.45291,2.664328657,2.47995992,118713.462,5.07449997
-9.648296593,2.891583166,13561.12224,2.572945892,2.341683367,82955.07167,4.918842943
-9.537675351,2.768937876,12046.09218,2.750901804,1.684368737,154401.7691,5.188652272
-9.758917836,3.023847695,15496.99399,2.135270541,2.133266533,30621.66022,4.486028733
-9.626653307,2.901202405,14078.15631,2.475150301,1.960921844,65251.18027,4.814588372
-10.01382766,3.242685371,16735.47094,2.396593186,2.063126253,35068.01179,4.544911144
-9.780561122,3.067134269,14042.08417,2.407815631,1.5,59779.15003,4.776549736
-9.580961924,2.881963928,12370.74148,2.358116232,2.413827655,72910.43462,4.862789687
-9.472745491,2.723246493,11961.92385,2.661122244,1.636272545,136883.2209,5.136350216
-9.927254509,3.156112224,15304.60922,2.183366733,2.163326653,35106.63185,4.545389165
-9.677154309,2.963727455,16302.60521,2.197795591,1.638276553,29427.08012,4.468747172
-9.547294589,2.829058116,12515.03006,2.733266533,1.696392786,122121.9157,5.086793609
-9.932064128,3.206613226,12298.59719,2.101603206,1.846693387,57972.65056,4.763223157
-9.410220441,2.629458918,12503.00601,2.539278557,1.646292585,114493.4925,5.058780803
-9.568937876,2.800200401,12731.46293,2.81503006,2.461923848,129838.4228,5.113403231
-9.364529058,2.636673347,13368.73747,2.353306613,1.794589178,69216.62187,4.8402104
-9.338076152,2.571743487,12563.12625,2.16252505,1.69238477,72265.34122,4.858930058
-9.393386774,2.687174349,13861.72345,2.489579158,2.039078156,67774.70448,4.831067633
-9.564128257,2.819438878,12430.86172,2.257114228,2.331663327,71884.68722,4.856636387
-9.362124248,2.658316633,12527.05411,2.56012024,2.413827655,90736.24927,4.957780823
-9.530460922,2.778557114,13128.25651,2.399799599,1.514028056,80496.15764,4.90577515
-9.597795591,2.838677355,16026.0521,2.768537074,1.848697395,68332.17979,4.834625275
-9.393386774,2.619839679,15713.42685,2.863126253,2.419839679,78936.9142,4.897280145
-9.410220441,2.699198397,12418.83768,2.572945892,1.650300601,103049.0945,5.01304418
-9.831062124,3.093587174,14126.25251,2.125651303,1.544088176,41964.2151,4.622879104
-9.826252505,3.091182365,13993.98798,2.754108216,1.552104208,95688.2199,4.980858475
-9.725250501,2.934869739,14054.10822,2.858316633,2.363727455,109121.6516,5.037910931
-9.374148297,2.598196393,13789.57916,2.186573146,2.299599198,56399.94952,4.751278715
-9.241883768,2.49238477,15004.00802,2.176953908,2.417835671,43228.18779,4.635767029
-9.653106212,2.927655311,11949.8998,2.787775551,1.900801603,149635.5771,5.175034863
-9.852705411,3.095991984,14462.92585,2.338877756,1.890781563,53111.17497,4.725185909
-9.655511022,2.93246493,11036.07214,2.109619238,2.20741483,79770.65297,4.901843147
-9.530460922,2.788176353,13537.07415,2.176953908,2.497995992,49999.63109,4.6989668
-9.948897796,3.206613226,11589.17836,2.361322645,1.852705411,105865.5094,5.024754492
-9.535270541,2.800200401,13957.91583,2.81503006,1.75250501,100976.6873,5.004221119
-9.799799599,3.040681363,11240.48096,2.545691383,1.700400802,153179.6094,5.185200958
-9.453507014,2.74008016,14799.5992,2.508817635,1.596192385,59997.29725,4.778131687
-9.686773547,2.93246493,13597.19439,2.536072144,2.393787575,77565.6807,4.889669608
-9.54008016,2.809819639,12058.11623,2.83747495,2.153306613,148010.7637,5.1702933
-9.530460922,2.80741483,12695.39078,2.810220441,2.457915832,117349.5607,5.069481468
-9.619438878,2.879559118,11108.21643,2.673947896,2.19739479,161954.2811,5.209392433
-9.843086172,3.064729459,15460.92184,2.728456914,1.626252505,75253.36456,4.876525922
-9.422244489,2.663126253,16290.58116,2.592184369,1.552104208,56966.14837,4.755616857
-9.886372745,3.165731463,16963.92786,2.35490982,2.269539078,28079.7083,4.448392592
-9.434268537,2.682364729,14282.56513,2.531262525,2.475951904,68523.14769,4.835837305
-9.770941884,3.002204409,15749.499,2.167334669,1.788577154,34641.21458,4.539593111
-9.578557114,2.855511022,16290.58116,2.706012024,1.970941884,55499.52937,4.7442893
-9.561723447,2.778557114,16903.80762,2.364529058,2.461923848,37574.42737,4.574892371
-9.92244489,3.187374749,12238.47695,2.842284569,1.596192385,162144.3896,5.209901926
-9.742084168,3.031062124,16386.77355,2.186573146,1.52004008,27873.92638,4.445198149
-9.302004008,2.576553106,12358.71743,2.893587174,1.590180361,145273.7374,5.16218711
-9.60501002,2.901202405,12046.09218,2.236272545,1.660320641,74428.20785,4.871737562
-9.742084168,2.963727455,12358.71743,2.531262525,2.365731463,108282.533,5.034558406
-9.484769539,2.713627255,13609.21844,2.257114228,1.658316633,64733.35882,4.811128142
-9.467935872,2.704008016,13657.31463,2.688376754,2.155310621,97406.52683,4.988588058
-9.537675351,2.817034068,15400.8016,2.835871743,2.415831663,69928.91795,4.844656808
-9.742084168,2.961322645,12827.65531,2.539278557,1.506012024,107957.0161,5.033250872
-9.439078156,2.706412826,17000,2.665931864,1.600200401,51045.64766,4.707958718
-9.277955912,2.523647295,11120.24048,2.20260521,2.4498998,94318.19498,4.974595481
-9.439078156,2.687174349,12442.88577,2.766933868,1.784569138,136173.7329,5.134093343
-9.340480962,2.629458918,12382.76553,2.611422846,1.538076152,107686.2561,5.032160278
-9.439078156,2.663126253,12058.11623,2.637074148,1.774549098,137430.3875,5.138082771
-9.768537074,3.011823647,15436.87375,2.20260521,1.600200401,37992.6464,4.579699546
-9.422244489,2.704008016,12226.45291,2.563326653,1.810621242,107491.1206,5.031372591
-9.306813627,2.581362725,14114.22846,2.758917836,2.079158317,89122.60276,4.949987861
-9.246693387,2.523647295,13549.0982,2.763727455,1.936873747,100402.7301,5.001745522
-9.511222445,2.732865731,12995.99198,2.459118236,1.904809619,92806.50482,4.967578417
-9.366933868,2.619839679,15989.97996,2.452705411,1.960921844,50124.96653,4.700054096
-9.638677355,2.865130261,12250.501,2.633867735,1.980961924,130184.8402,5.114560414
-9.371743487,2.636673347,11709.41884,2.143286573,1.51002004,78356.90767,4.894077288
-9.359719439,2.583767535,11456.91383,2.313226453,2.273547094,106107.2326,5.025744988
-9.809418838,3.076753507,11565.13026,2.380561122,2.205410822,101409.9309,5.006080487
-9.47995992,2.713627255,15268.53707,2.489579158,2.149298597,58767.21602,4.769135117
-9.60741483,2.862725451,14210.42084,2.342084168,2.425851703,53413.98002,4.72765494
-9.251503006,2.518837675,12923.8477,2.188176353,2.387775551,60948.79631,4.784965133
-9.460721443,2.699198397,14895.79158,2.853507014,2.24749499,88907.09845,4.948936437
-9.643486974,2.881963928,14378.75752,2.781362725,2.355711423,88584.74129,4.947358921
-9.638677355,2.893987976,16927.85571,2.125651303,2.155310621,25116.18401,4.399953656
-9.520841683,2.730460922,15316.63327,2.531262525,2.391783567,62040.80138,4.792677399
-9.494388778,2.730460922,14342.68537,2.382164329,1.972945892,62581.77181,4.796447855
-9.326052104,2.564529058,16747.49499,2.741282565,1.650300601,62912.84288,4.79873931
-9.650701403,2.913226453,14607.21443,2.592184369,1.566132265,70811.52406,4.850103942
-9.578557114,2.80501002,14318.63727,2.114428858,2.283567134,43411.02941,4.637600084
-9.203406814,2.473146293,16266.53307,2.531262525,2.135270541,51346.02089,4.710506793
-9.434268537,2.708817635,12731.46293,2.340480962,1.618236473,77151.48892,4.887344312
-9.655511022,2.918036072,15040.08016,2.537675351,1.678356713,60737.91509,4.78345988
-9.390981964,2.655911824,16290.58116,2.85991984,1.790581162,69695.44521,4.843204397
-9.403006012,2.67755511,12839.67936,2.412625251,1.618236473,81990.98638,4.913766111
-9.648296593,2.855511022,12923.8477,2.537675351,2.345691383,99703.6812,4.998711193
-9.491983968,2.716032064,12382.76553,2.366132265,2.289579158,90611.08323,4.957181322
-9.388577154,2.612625251,16170.34068,2.106412826,1.748496994,35392.40069,4.548910022
-9.650701403,2.853106212,14258.51703,2.204208417,1.79258517,54490.82197,4.736323359
-9.843086172,3.052705411,12382.76553,2.334068136,1.960921844,91754.07295,4.962625352
-9.253907816,2.516432866,11384.76954,2.6498998,2.087174349,142731.3102,5.154519253
-9.294789579,2.578957916,11769.53908,2.64509018,2.339679359,120764.1175,5.081937912
-9.977755511,3.24509018,16939.87976,2.451102204,1.706412826,34736.4782,4.540785785
-9.398196393,2.627054108,13248.49699,2.664328657,1.602204409,109166.4941,5.038089363
-9.989779559,3.2498998,15581.16232,2.714028056,1.638276553,64911.57495,4.812322147
-9.864729459,3.141683367,16494.98998,2.702805611,1.720440882,51681.75885,4.713337285
-9.561723447,2.821843687,14474.9499,2.386973948,2.319639279,54252.21294,4.734417458
-9.400601202,2.663126253,11324.6493,2.229859719,1.960921844,94100.92464,4.973593891
-9.381362725,2.670340681,14438.87776,2.739679359,2.029058116,79658.00977,4.901229451
-9.908016032,3.158517034,14234.46894,2.569739479,1.548096192,75501.98578,4.877958374
-9.511222445,2.764128257,14318.63727,2.807014028,1.664328657,96347.90618,4.983842281
-9.571342685,2.795390782,15593.18637,2.26993988,2.047094188,43510.48245,4.638593899
-9.523246493,2.824248497,11685.37074,2.358116232,2.279559118,87794.35293,4.943466582
-9.655511022,2.927655311,13212.42485,2.621042084,1.718436874,95032.46578,4.977871998
-9.965731463,3.221042084,14462.92585,2.851903808,1.644288577,98076.04618,4.991562949
-9.782965932,3.074348697,15977.95591,2.741282565,2.29759519,54018.30508,4.732540953
-9.523246493,2.735270541,11084.16834,2.14008016,2.253507014,96144.36753,4.982923847
-9.528056112,2.80741483,16531.06212,2.563326653,2.165330661,44795.8782,4.651238055
-9.626653307,2.920440882,12334.66934,2.263527054,2.471943888,65545.86351,4.816545289
-9.261122244,2.514028056,12995.99198,2.117635271,2.477955912,56629.42929,4.753042185
-9.686773547,2.968537074,15689.37876,2.454308617,1.780561122,45704.6993,4.659960856
-9.273146293,2.523647295,13537.07415,2.422244489,1.812625251,77051.68136,4.88678212
-9.229859719,2.49238477,13513.02605,2.861523046,1.764529058,114667.1337,5.059438957
-9.802204409,3.026252505,15797.59519,2.720440882,1.640280561,69669.43212,4.843042271
-9.92244489,3.177755511,15172.34469,2.465531062,2.0250501,50704.91467,4.705050056
-9.390981964,2.639078156,14967.93587,2.201002004,2.077154309,44517.44615,4.648530242
-9.802204409,3.023847695,11228.45691,2.221843687,1.968937876,103477.972,5.014847909
-9.720440882,2.961322645,16951.90381,2.544088176,1.810621242,44374.6414,4.647134856
-9.831062124,3.076753507,13573.14629,2.802204409,2.481963928,103007.8146,5.012870174
-9.924849699,3.168136273,14186.37275,2.239478958,1.906813627,48388.55187,4.684742625
-9.465531062,2.701603206,12959.91984,2.382164329,2.315631263,79190.35776,4.898672305
-9.864729459,3.095991984,11805.61122,2.807014028,1.820641283,181455.9928,5.258771316
-9.393386774,2.627054108,12623.24649,2.183366733,1.656312625,72619.25482,4.861051788
-9.2250501,2.480360721,14078.15631,2.81503006,1.830661323,100935.2226,5.004042745
-10.00420842,3.252304609,13849.6994,2.237875752,2.45991984,46360.52307,4.666148327
-10.00901804,3.240280561,15196.39279,2.168937876,1.708416834,36149.60941,4.558103609
